side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,1,13,4301,0,0,192,134
DT  ,0,1,44,3596,1,0,309,713
DT+F,1,0,16,465,1,1,70,90
F   ,3319,1794,0,2,1319,2868,0,1
