side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,11,4372,0,0,182,157
DT  ,1,0,64,3143,0,0,341,721
DT+F,0,1,27,492,0,1,76,104
F   ,3313,1573,0,1,1408,2696,0,0
