,Trade Qty,Avg_Cost
0,1.0,0.51066718386346
1,2.0,0.5094299185597942
2,3.0,0.5110893672537509
3,4.0,0.5049846625766872
4,5.0,0.5046948356807511
5,6.0,0.5091240875912408
6,7.0,0.5135467980295567
7,8.0,0.513121546961326
8,9.0,0.5112007168458781
9,10.0,0.5377142857142858
10,11.0,0.5256410256410257
11,12.0,0.523611111111111
12,13.0,0.5677168576104746
13,14.0,0.5755102040816327
14,15.0,0.589247311827957
15,16.0,0.5721153846153846
16,17.0,0.5681818181818182
17,18.0,0.5833333333333333
18,19.0,0.6004784688995216
19,20.0,0.5823529411764706
20,21.0,0.5
21,22.0,0.7575757575757577
22,23.0,0.5
23,24.0,0.7638888888888888
24,25.0,1.005
25,26.0,0.6666666666666666
26,27.0,0.5
27,28.0,1.4642857142857142
28,29.0,0.9310344827586207
29,30.0,0.9833333333333333
30,31.0,0.5
31,32.0,0.5
32,33.0,0.75
33,37.0,0.9864864864864865
34,38.0,0.6666666666666666
35,39.0,0.5
36,42.0,1.1666666666666667
37,43.0,0.5
38,44.0,0.9204545454545454
39,45.0,1.1925925925925926
40,48.0,1.2916666666666667
41,52.0,1.8269230769230769
42,55.0,1.1727272727272726
43,58.0,1.4137931034482758
44,59.0,0.5
45,65.0,1.2230769230769232
46,66.0,1.5454545454545454
47,68.0,1.2941176470588236
48,75.0,1.0733333333333333
49,111.0,1.572072072072072
50,124.0,1.8870967741935485
51,139.0,1.6151079136690647
52,180.0,2.4444444444444446
53,186.0,2.0376344086021505
54,210.0,2.242857142857143
55,251.0,2.802788844621514
