t,-2.0,-1.0,0.0,1.0,2.0
-2.0,192,4847,937,235,0
-1.0,2408,111233,6557,631,1180
0.0,2311,5138,157044,5182,2378
1.0,1300,591,6528,118978,2634
2.0,0,200,987,5005,92
