side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,2,4,29,1960,3,3,90,142
DT  ,5,52,157,1855,12,13,809,457
DT+F,46,49,93,659,19,23,175,290
F   ,1487,1403,1,19,659,1813,0,83
