side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,3,13,3121,0,1,462,59
DT  ,3,53,203,7213,4,14,1357,1779
DT+F,3,9,57,1648,0,1,374,374
F   ,1899,4067,1,27,1750,6478,0,34
