side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,1,0,7,4572,3,6,792,86
DT  ,2,53,196,8784,12,7,1795,1570
DT+F,1,11,76,2413,1,0,612,367
F   ,2965,4950,3,23,2482,7392,0,45
