side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,1,0,9,2557,1,0,821,34
DT  ,1,38,185,4621,3,8,1342,695
DT+F,6,10,135,1924,0,2,761,420
F   ,1612,2384,4,15,1799,4452,1,14
