side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,1,5,2971,1,1,499,36
DT  ,3,47,144,6454,6,6,1257,975
DT+F,1,10,46,1617,1,1,391,277
F   ,1828,3493,2,25,1673,5334,0,19
