side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,10,10,64,4140,20,2,161,499
DT  ,17,113,223,3514,38,22,1056,972
DT+F,82,81,143,860,33,23,186,426
F   ,3386,2621,1,46,1320,3083,0,226
