side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,14,17,84,2994,22,14,121,630
DT  ,27,126,181,2578,52,33,712,952
DT+F,78,88,83,561,37,35,136,303
F   ,2536,1912,3,66,1130,2436,1,212
