side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,1,3,16,1974,2,2,76,77
DT  ,1,26,69,1952,6,6,665,310
DT+F,25,26,66,557,15,7,159,198
F   ,1535,1415,1,9,566,1550,1,44
