side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,2,4,37,2681,5,1,199,179
DT  ,18,82,167,2878,18,16,875,644
DT+F,30,48,99,867,20,19,202,296
F   ,2101,2046,1,38,914,2483,0,100
