t,-2.0,-1.0,0.0,1.0,2.0
-2.0,9986,4755,1092,512,2
-1.0,3300,87463,2842,67,687
0.0,2162,1733,97427,1984,2142
1.0,897,67,2989,93711,3901
2.0,2,341,1098,5291,9976
