,Li,lamb,Co,Al,u,eta
0,1.0,0.9692307692307692,1957.0,2956.0,0.331021650879567,0.32083636931404186
1,2.0,0.01893491124260355,25.0,71.0,-0.147887323943662,-0.0028002333527793986
2,3.0,0.004930966469428008,10.0,15.0,0.0,0.0
3,4.0,0.002366863905325444,4.0,8.0,-0.5,-0.001183431952662722
4,5.0,0.001183431952662722,2.0,4.0,-0.75,-0.0008875739644970415
5,6.0,0.0003944773175542406,0.0,2.0,-2.5,-0.0009861932938856016
6,7.0,0.0007889546351084812,1.0,3.0,-1.8333333333333335,-0.0014464168310322158
7,8.0,0.0003944773175542406,0.0,2.0,-3.5,-0.0013806706114398422
8,9.0,0.0001972386587771203,0.0,1.0,-4.0,-0.0007889546351084812
9,10.0,0.0003944773175542406,1.0,1.0,0.5,0.0001972386587771203
10,12.0,0.0001972386587771203,1.0,0.0,inf,inf
11,13.0,0.0003944773175542406,2.0,0.0,inf,inf
12,14.0,0.0001972386587771203,1.0,0.0,inf,inf
13,17.0,0.0001972386587771203,1.0,0.0,inf,inf
14,22.0,0.0001972386587771203,0.0,1.0,-10.5,-0.0020710059171597634
