,Li,lamb,Co,Al,u,eta
0,1.0,0.8804563492063492,725.0,1049.0,0.3455672068636797,0.3042568413606307
1,2.0,0.046130952380952384,24.0,69.0,-0.15217391304347827,-0.007019927536231885
2,3.0,0.01984126984126984,12.0,28.0,-0.3571428571428571,-0.007086167800453513
3,4.0,0.014384920634920634,10.0,19.0,-0.44736842105263164,-0.0064353592314118635
4,5.0,0.010416666666666666,7.0,14.0,-0.75,-0.0078125
5,6.0,0.005952380952380952,1.0,11.0,-2.227272727272727,-0.013257575757575756
6,7.0,0.003472222222222222,0.0,7.0,-3.0,-0.010416666666666666
7,8.0,0.002976190476190476,0.0,6.0,-3.5,-0.010416666666666666
8,9.0,0.003472222222222222,4.0,3.0,1.9999999999999996,0.006944444444444442
9,10.0,0.003968253968253968,2.0,6.0,-2.833333333333334,-0.011243386243386244
10,11.0,0.002976190476190476,2.0,4.0,-2.25,-0.006696428571428571
11,12.0,0.000992063492063492,1.0,1.0,0.5,0.000496031746031746
12,13.0,0.001488095238095238,0.0,3.0,-6.0,-0.008928571428571428
13,15.0,0.000496031746031746,1.0,0.0,inf,inf
14,16.0,0.000496031746031746,1.0,0.0,inf,inf
15,20.0,0.000496031746031746,1.0,0.0,inf,inf
16,23.0,0.000496031746031746,0.0,1.0,-11.0,-0.005456349206349206
17,25.0,0.000496031746031746,0.0,1.0,-12.0,-0.005952380952380952
18,35.0,0.000496031746031746,0.0,1.0,-17.0,-0.008432539682539682
19,45.0,0.000496031746031746,1.0,0.0,inf,inf
