side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,4,2,23,2482,4,4,326,134
DT  ,0,6,56,1505,1,1,419,298
DT+F,1,1,29,701,1,2,199,119
F   ,1996,638,0,4,972,1632,1,12
