,Li,lamb,Co,Al,u,eta
0,1.0,0.9451187335092348,680.0,1110.0,0.3063063063063063,0.28949582828210796
1,2.0,0.04063324538258575,8.0,69.0,-0.3840579710144928,-0.015605521777369893
2,3.0,0.007387862796833773,5.0,9.0,-0.16666666666666663,-0.0012313104661389618
3,4.0,0.0031662269129287598,3.0,3.0,0.5,0.0015831134564643799
4,5.0,0.0010554089709762533,1.0,1.0,0.5,0.0005277044854881266
5,6.0,0.0005277044854881266,0.0,1.0,-2.5,-0.0013192612137203166
6,10.0,0.0005277044854881266,0.0,1.0,-4.5,-0.00237467018469657
7,11.0,0.0005277044854881266,1.0,0.0,inf,inf
8,12.0,0.0005277044854881266,0.0,1.0,-5.5,-0.0029023746701846965
9,16.0,0.0005277044854881266,1.0,0.0,inf,inf
