,Li,lamb,Co,Al,u,eta
0,1.0,0.9421965317919075,926.0,1844.0,0.25108459869848154,0.2365710380800722
1,2.0,0.03944236654199252,16.0,100.0,-0.33999999999999997,-0.013410404624277455
2,3.0,0.008160489629377763,6.0,18.0,-0.5,-0.004080244814688882
3,4.0,0.0013600816048962938,2.0,2.0,0.5,0.0006800408024481469
4,5.0,0.0023801428085685142,2.0,5.0,-1.0,-0.0023801428085685142
5,6.0,0.0027201632097925877,0.0,8.0,-2.5,-0.006800408024481469
6,7.0,0.0010200612036722204,3.0,0.0,inf,inf
7,8.0,0.0013600816048962938,0.0,4.0,-3.5,-0.0047602856171370285
8,9.0,0.00034002040122407346,1.0,0.0,inf,inf
9,12.0,0.00034002040122407346,0.0,1.0,-5.5,-0.001870112206732404
10,15.0,0.00034002040122407346,1.0,0.0,inf,inf
11,54.0,0.00034002040122407346,0.0,1.0,-26.5,-0.009010540632437947
