side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,3,6,1988,1,1,139,37
DT  ,0,3,27,1168,0,1,245,151
DT+F,0,0,9,358,0,1,100,58
F   ,1561,558,0,3,613,1029,0,5
