t,-2.0,-1.0,0.0,1.0,2.0
-2.0,13669,8512,1043,396,2
-1.0,4636,144963,7426,438,1665
0.0,3623,4888,115191,4971,3609
1.0,1693,427,7581,160881,4708
2.0,1,338,1040,8605,12826
