,Li,lamb,Co,Al,u,eta
0,1.0,0.9799554565701559,212.0,667.0,0.15892053973013492,0.15573505006961996
1,2.0,0.013363028953229399,1.0,11.0,-0.40909090909090906,-0.005466693662684753
2,3.0,0.005567928730512249,0.0,5.0,-1.0,-0.005567928730512249
3,5.0,0.0011135857461024498,1.0,0.0,inf,inf
