side,same,same,same,same,opps,opps,opps,opps
event,DC  ,DT  ,DT+F,F   ,DC  ,DT  ,DT+F,F   
DC  ,0,0,0,1133,0,0,98,2
DT  ,0,0,12,315,0,0,84,15
DT+F,0,1,4,184,0,0,49,9
F   ,467,69,0,0,766,357,0,0
