,Li,lamb,Co,Al,u,eta
0,1.0,0.9935483870967742,39.0,114.0,0.17105263157894735,0.16994906621392186
1,2.0,0.0064516129032258064,0.0,1.0,-0.5,-0.0032258064516129032
